region;code_de_la_region;nom_du_departement;code_du_departement;geo_point_2d;geo_shape
Occitanie;76;Haute-Garonne;31;43.20146959935919, 1.0165722720015606;"{""coordinates"": [[0.961057171707146, 43.16434038215475, 281.13395103253424], [1.072087372295975, 43.23859881656364, 256.2502508973703]], ""type"": ""LineString""}"
Nouvelle-Aquitaine;75;Gironde;33;44.65546531152985, -0.8267391818892877;"{""coordinates"": [[-0.826820203986883, 44.65544320873398, 49.35514830518514], [-0.826658159791692, 44.65548741432573, 51.06994830723852]], ""type"": ""LineString""}"
Occitanie;76;Haute-Garonne;31;43.189271625777764, 0.9902867789723881;"{""coordinates"": [[0.989764840179499, 43.19009851163552, 269.48995098564774], [0.990808717765277, 43.18844473992, 268.6799509888515]], ""type"": ""LineString""}"
Occitanie;76;Gers;32;43.66938059269375, 0.40099281640478013;"{""coordinates"": [[0.330566382344319, 43.6869894035911, 143.64795007836074], [0.471419250465241, 43.6517717817964, 163.84415014181286]], ""type"": ""LineString""}"
Occitanie;76;Tarn;81;43.5618120147536, 2.2316395491791248;"{""coordinates"": [[2.231667786706456, 43.56182553315374, 195.3180503062904], [2.231611311651794, 43.56179849635347, 198.14395030681044]], ""type"": ""LineString""}"
Nouvelle-Aquitaine;75;Gironde;33;44.650581397269875, -0.12414280053248408;"{""coordinates"": [[-0.163340906905407, 44.58974743060495, 53.48894842714071], [-0.084944694159561, 44.711415363934805, 69.3759482037276]], ""type"": ""LineString""}"
Occitanie;76;Aveyron;12;43.97788791931262, 2.915172817425928;"{""coordinates"": [[2.915220523895003, 43.97792698844931, 498.1829495485872], [2.915125110956853, 43.97784885017594, 498.3749495493248]], ""type"": ""LineString""}"
Nouvelle-Aquitaine;75;Lot-et-Garonne;47;44.38877334345611, 0.7155293186170071;"{""coordinates"": [[0.715524666829876, 44.38877359318587, 66.6199487959966], [0.715533970404138, 44.38877309372634, 69.79994879290462]], ""type"": ""LineString""}"
Nouvelle-Aquitaine;75;Gironde;33;44.467613963037685, -0.20055975453294544;"{""coordinates"": [[-0.202627197495472, 44.41427918097339, 107.20894874632359], [-0.198492311570418, 44.520948745102004, 52.51394855417311]], ""type"": ""LineString""}"
Nouvelle-Aquitaine;75;Landes;40;43.868571150849355, -0.4846384504312436;"{""coordinates"": [[-0.484538643068761, 43.86886277127595, 80.89434974361211], [-0.484738257793726, 43.86827953042276, 83.33994974568486]], ""type"": ""LineString""}"
Occitanie;76;Tarn;81;43.58098474373109, 2.2590181482846035;"{""coordinates"": [[2.258949029902546, 43.58103626666349, 225.53795027080923], [2.259087266666662, 43.5809332207987, 227.20595027226955]], ""type"": ""LineString""}"
Occitanie;76;Haute-Garonne;31;43.76088734315737, 1.4067515249227234;"{""coordinates"": [[1.335958340355986, 43.78812218874413, 108.47994989249855], [1.366701254130438, 43.76471624999043, 111.98994993511587], [1.483154888391426, 43.7468705234075, 150.8615499706939]], ""type"": ""LineString""}"
Nouvelle-Aquitaine;75;Gironde;33;44.81697972113133, -0.5230593061494362;"{""coordinates"": [[-0.536210106008749, 44.82550806454795, 3.567947995848954], [-0.509908506290123, 44.80845137771471, 2.399948025122285]], ""type"": ""LineString""}"
Nouvelle-Aquitaine;75;Landes;40;43.819128263992866, -0.467464481970565;"{""coordinates"": [[-0.488967608233357, 43.77330792302625, 48.67194992117584], [-0.445961355707773, 43.86494860495947, 90.78494975343347]], ""type"": ""LineString""}"
Nouvelle-Aquitaine;75;Pyrénées-Atlantiques;64;43.4308557620146, -1.4968421907564702;"{""coordinates"": [[-1.478776871311237, 43.43955330631203, 4.929950528778136], [-1.514907510201704, 43.42215821771717, 52.449950561858714]], ""type"": ""LineString""}"
Nouvelle-Aquitaine;75;Gironde;33;44.65417637707306, -0.4642059783809223;"{""coordinates"": [[-0.466126980869432, 44.651061538362754, 46.9529483160004], [-0.462284975892412, 44.65729121578335, 36.080948303453624]], ""type"": ""LineString""}"
Occitanie;76;Pyrénées-Orientales;66;42.79204205845767, 2.9052064048310235;"{""coordinates"": [[2.905263900271158, 42.792017660606014, 18.629951710812747], [2.905148909390889, 42.79206645630933, 18.852951711043715]], ""type"": ""LineString""}"
Occitanie;76;Haute-Garonne;31;43.17038460883573, 0.9688890299302828;"{""coordinates"": [[0.968565309128881, 43.170722234814725, 268.4977510198951], [0.969212750731684, 43.170046982856746, -4.8977322876e-05]], ""type"": ""LineString""}"
Nouvelle-Aquitaine;75;Gironde;33;44.497660246470744, -1.2025990384571348;"{""coordinates"": [[-1.16300595451865, 44.54052524770693, 23.6189485155046], [-1.207835864271582, 44.52100112894719, 39.39894855301827], [-1.217082553621875, 44.43631747808089, 22.777948706410825]], ""type"": ""LineString""}"
Occitanie;76;Gers;32;43.587901900497144, 0.43054360704615374;"{""coordinates"": [[0.471454972830676, 43.651669656580644, 162.28695014305413], [0.413615224384117, 43.57476945056926, 138.21395028196275], [0.407695591715331, 43.51705438513673, 159.4749503871426]], ""type"": ""LineString""}"
Nouvelle-Aquitaine;75;Lot-et-Garonne;47;44.481578567888235, 0.9491356480920785;"{""coordinates"": [[0.945429868772538, 44.47918300090984, 68.0679486291483], [0.952841427411619, 44.48397413486663, 64.6459486214444]], ""type"": ""LineString""}"
Occitanie;76;Ariège;9;43.04068259241296, 1.6346179502703007;"{""coordinates"": [[1.634691330265848, 43.040602112951504, 346.93595125805587], [1.634544570274753, 43.04076307187442, 347.14595125894994]], ""type"": ""LineString""}"
Nouvelle-Aquitaine;75;Gironde;33;44.32508301946861, -0.28587315377396527;"{""coordinates"": [[-0.240850305527344, 44.271393862578094, 108.7829490089789], [-0.268276342972914, 44.274523462493626, 100.22794900275767], [-0.287912930533182, 44.34406875220396, 83.02694887761027], [-0.329939052329469, 44.38948110009011, 53.44194879196584]], ""type"": ""LineString""}"
Auvergne-Rhône-Alpes;84;Cantal;15;44.73063643824733, 2.293420562535778;"{""coordinates"": [[2.248422804047994, 44.68300171961326, -5.1744282246e-05], [2.338418321023562, 44.77827115688141, -5.191937089e-05]], ""type"": ""LineString""}"
Occitanie;76;Gers;32;43.72911437416529, 0.06827398036285491;"{""coordinates"": [[-0.019991317499915, 43.74276026133834, 105.82694997638464], [0.156539278225625, 43.71546848699224, 215.19295002613217]], ""type"": ""LineString""}"
Occitanie;76;Haute-Garonne;31;43.35582693929159, 1.2520794141886058;"{""coordinates"": [[1.252066069063263, 43.3558281161775, 196.01995068136603], [1.252092759313949, 43.35582576240567, 197.34995068237185]], ""type"": ""LineString""}"
Occitanie;76;Gers;32;43.72900371338154, 0.06822230246263383;"{""coordinates"": [[-0.020042766364079, 43.74251436411443, 106.99894997663796], [0.156487371289346, 43.71549306264865, 215.22695002611727]], ""type"": ""LineString""}"
Occitanie;76;Haute-Garonne;31;43.48324728455597, 1.3963697909062711;"{""coordinates"": [[1.396367863599228, 43.48324407319254, 155.3399504488334], [1.396371718213314, 43.4832504959194, 157.1999504501]], ""type"": ""LineString""}"
Nouvelle-Aquitaine;75;Pyrénées-Atlantiques;64;43.4313991536025, -0.6605350480811318;"{""coordinates"": [[-0.658370673721753, 43.42986492700313, 84.17995054740459], [-0.662699422440511, 43.432933380201874, 82.60995054244995]], ""type"": ""LineString""}"
Occitanie;76;Haute-Garonne;31;43.48326198815006, 1.3963788318248196;"{""coordinates"": [[1.396380520258233, 43.48326470284883, 155.6199504500255], [1.396377143391405, 43.483259273451296, 157.1999504501]], ""type"": ""LineString""}"
Occitanie;76;Tarn;81;44.04806114662947, 2.1231895356714885;"{""coordinates"": [[2.123179944767577, 44.048101311978286, 267.8969494178891], [2.1231991265754, 44.04802098128066, 268.58494941703975]], ""type"": ""LineString""}"
Nouvelle-Aquitaine;75;Pyrénées-Atlantiques;64;43.15540268074545, -0.4941092794358689;"{""coordinates"": [[-0.494212401256559, 43.15523390047483, -4.8951245844e-05], [-0.494006157615179, 43.15557146101607, -705.5200489480048]], ""type"": ""LineString""}"
Occitanie;76;Aude;11;43.29103887486052, 2.0461372067837624;"{""coordinates"": [[2.046149754182204, 43.29108498974138, 144.48445080034435], [2.046124659385321, 43.29099275997965, 144.25645079929382]], ""type"": ""LineString""}"
Nouvelle-Aquitaine;75;Gironde;33;45.07888276254751, -0.6334825167242292;"{""coordinates"": [[-0.633467734557226, 45.078939047253535, 4.713947530835867], [-0.633497298891232, 45.078826477841474, 5.154947533272207]], ""type"": ""LineString""}"
Occitanie;76;Haute-Garonne;31;43.71912720463541, 1.3309201778589468;"{""coordinates"": [[1.330945621617568, 43.71914187294926, 130.52525001764297], [1.330894734100325, 43.71911253632156, 132.2299500182271]], ""type"": ""LineString""}"
Occitanie;76;Gers;32;44.02580672491015, 0.6021491425099386;"{""coordinates"": [[0.675813221552737, 44.03105232634806, 183.11194944847375], [0.52848506346714, 44.020561123472234, 186.22794946841896]], ""type"": ""LineString""}"
Occitanie;76;Haute-Garonne;31;43.65064791010236, 1.30874421192533;"{""coordinates"": [[1.280276551611342, 43.59975688458244, 162.05195023678243], [1.297558873417104, 43.62021385379341, 150.77995020058006], [1.286827301987988, 43.64986850142824, 181.4899501465261], [1.356706529320763, 43.690538590267394, 125.42995007149875]], ""type"": ""LineString""}"
Nouvelle-Aquitaine;75;Landes;40;43.90928212415431, -1.2327721143746522;"{""coordinates"": [[-1.232828074937343, 43.909334247077105, 33.03694966994226], [-1.232716153811962, 43.90923000123151, 35.40344967227429]], ""type"": ""LineString""}"
Occitanie;76;Aude;11;43.17506201610671, 2.5543235465622964;"{""coordinates"": [[2.554049421734005, 43.17478463642168, 123.09495101403445], [2.554597671390587, 43.17533939579174, 123.25295101106167]], ""type"": ""LineString""}"
Nouvelle-Aquitaine;75;Pyrénées-Atlantiques;64;43.27439990870943, -0.22416236150219687;"{""coordinates"": [[-0.249711106411019, 43.28561785074892, 262.33195081260055], [-0.198613616593375, 43.26318196666993, 276.2409508526325]], ""type"": ""LineString""}"
Occitanie;76;Aude;11;43.34076412980191, 1.8389818184479398;"{""coordinates"": [[1.838981693033226, 43.34071681816738, 190.3104507094249], [1.838981943862654, 43.340811441436436, 189.8894507093355]], ""type"": ""LineString""}"
Occitanie;76;Tarn-et-Garonne;82;43.92873819724853, 1.291686853810191;"{""coordinates"": [[1.267418691195056, 43.90222888248177, 116.80994968488812], [1.293866696738037, 43.910083184427236, 130.2489496693015], [1.299869950412431, 43.968582472192885, 101.5059495633468]], ""type"": ""LineString""}"
Nouvelle-Aquitaine;75;Gironde;33;44.569358377942464, -0.16501631157090862;"{""coordinates"": [[-0.166700892826259, 44.54895489915951, 41.62994850054383], [-0.163331730315558, 44.589761856725424, 51.868948427028954]], ""type"": ""LineString""}"
Occitanie;76;Hautes-Pyrénées;65;43.17191438295869, -0.0063248374136903665;"{""coordinates"": [[0.007032634971702, 43.178274088454856, 355.20295100752264], [-0.019682309799082, 43.16555467746252, 387.2019510306418]], ""type"": ""LineString""}"
Occitanie;76;Aude;11;43.22101811178935, 2.738599620569036;"{""coordinates"": [[2.738512385549874, 43.22103848105172, 51.371650928631425], [2.738686855588198, 43.22099774252697, 54.387950928881764]], ""type"": ""LineString""}"
Occitanie;76;Haute-Garonne;31;43.46607290834923, 1.9815942389354002;"{""coordinates"": [[1.98159150891485, 43.46607479017938, 200.67995047941804], [1.98159696895595, 43.466071026519096, 202.1499504810199]], ""type"": ""LineString""}"
Occitanie;76;Gers;32;43.67517028978263, 0.4030551621018813;"{""coordinates"": [[0.330655442089004, 43.68701116243049, 143.61095007695258], [0.429339683344035, 43.67491757484169, 241.46795010194182], [0.471652675144803, 43.65158036702148, 162.32195014320314]], ""type"": ""LineString""}"
Occitanie;76;Hautes-Pyrénées;65;43.120091913371546, 0.31924696721978124;"{""coordinates"": [[0.260467469007023, 43.15294841844707, 282.9719510534778], [0.289595583195549, 43.135370861760194, 549.3039510883391], [0.311836474496146, 43.13977426964545, 428.73395107872784], [0.349036228921018, 43.08916023817116, 640.555951172486], [0.376957064098106, 43.08929052135958, 646.6719511738047]], ""type"": ""LineString""}"
Occitanie;76;Gers;32;43.74692220746495, -0.12280624471262902;"{""coordinates"": [[-0.216314996029216, 43.78209788807635, 135.4969499045983], [-0.181794497862352, 43.75136280634045, 135.80594995897263], [-0.105240746412086, 43.73590827732152, 98.99994998890907], [-0.020038349889651, 43.742516818952545, 106.9699499765411]], ""type"": ""LineString""}"
Occitanie;76;Aveyron;12;44.468538014093696, 2.230692767822948;"{""coordinates"": [[2.158368928473037, 44.482429912591115, 481.7699486259371], [2.303016607172859, 44.454646115596276, 496.8262486755848]], ""type"": ""LineString""}"
Occitanie;76;Aude;11;43.330209902448516, 1.8642549838265208;"{""coordinates"": [[1.866919909524997, 43.32626270220571, 186.98795073572546], [1.861590058128044, 43.33415710269132, 198.69195072166622]], ""type"": ""LineString""}"
Nouvelle-Aquitaine;75;Gironde;33;44.90115670251977, -0.2546480748086384;"{""coordinates"": [[-0.254518331415981, 44.90115884645766, -5.214381963e-05], [-0.254777818201296, 44.90115455858187, -5.2142888308e-05]], ""type"": ""LineString""}"
Occitanie;76;Aveyron;12;44.45483607209406, 2.303309865435401;"{""coordinates"": [[2.303257644672061, 44.45473592872534, 499.0559486746788], [2.303362086198741, 44.454936215462794, 501.05994867440313]], ""type"": ""LineString""}"
Occitanie;76;Ariège;9;42.971794263928004, 1.6076036033751677;"{""coordinates"": [[1.60753859203504, 42.9719039615528, 383.7159513849765], [1.607668614715296, 42.9716845663032, 384.48395138420165]], ""type"": ""LineString""}"
Nouvelle-Aquitaine;75;Lot-et-Garonne;47;44.487945134965514, 0.09352353259424685;"{""coordinates"": [[0.007804963472902, 44.50528225183472, 65.22994858119637], [0.118487632728592, 44.47735392194283, 18.261948633007705], [0.180060515422108, 44.48615576764595, 25.36694861482829]], ""type"": ""LineString""}"
Nouvelle-Aquitaine;75;Pyrénées-Atlantiques;64;43.410604556388336, -0.6458721891041868;"{""coordinates"": [[-0.645624135994403, 43.41094784127656, -4.9418769777e-05], [-0.64612024221397, 43.4102612715001, -4.9417838454e-05]], ""type"": ""LineString""}"
Occitanie;76;Aude;11;43.32431961705572, 1.9636585026383115;"{""coordinates"": [[1.965039498441419, 43.32536452265338, 173.46695073787123], [1.962277506835205, 43.32327471145807, 174.3379507428035]], ""type"": ""LineString""}"
Nouvelle-Aquitaine;75;Gironde;33;44.540486963999584, -1.1629350706301211;"{""coordinates"": [[-1.162978811211983, 44.54052295465932, 23.466948518529534], [-1.162891330048259, 44.54045097333984, 23.58894851617515]], ""type"": ""LineString""}"
Occitanie;76;Haute-Garonne;31;43.65517757915679, 1.3489633347442496;"{""coordinates"": [[1.345901957493925, 43.637297049252766, 150.64995016902685], [1.33624145687369, 43.647133962612024, 152.17995015066117], [1.367152961184237, 43.6722020246607, 140.12995010521263]], ""type"": ""LineString""}"
Occitanie;76;Tarn-et-Garonne;82;43.920635511670476, 1.2683996825329604;"{""coordinates"": [[1.268185913628634, 43.92067562407337, 120.29704964905977], [1.268613451437287, 43.92059539926756, 123.8319496512413]], ""type"": ""LineString""}"
Occitanie;76;Tarn-et-Garonne;82;44.11300537923094, 0.8324331496404873;"{""coordinates"": [[0.869742976367855, 44.0855074410513, 59.869949349202216], [0.830440254513646, 44.10168414906082, 54.3199493214488], [0.822609332990389, 44.13312743449847, 57.99994926247746], [0.799432952736284, 44.14515122070867, 62.16994923911989]], ""type"": ""LineString""}"
Nouvelle-Aquitaine;75;Lot-et-Garonne;47;44.39834951020624, 0.20031463020156587;"{""coordinates"": [[0.199956392419871, 44.398235471662765, 75.93794877734035], [0.200672867983261, 44.39846354874971, 76.88094877637923]], ""type"": ""LineString""}"
Nouvelle-Aquitaine;75;Gironde;33;44.660941171358594, -0.8004218203611261;"{""coordinates"": [[-0.800623958917436, 44.661216289898405, 56.48794829659164], [-0.800219681804816, 44.66066605281878, 58.5059482967481]], ""type"": ""LineString""}"
Nouvelle-Aquitaine;75;Pyrénées-Atlantiques;64;43.31149151165849, -0.3185452301186964;"{""coordinates"": [[-0.331202054371741, 43.319929179432975, 219.0008507501334], [-0.305888405865652, 43.303053843883994, 237.55695077963173]], ""type"": ""LineString""}"
Occitanie;76;Haute-Garonne;31;43.35619636041012, 1.2530078259006738;"{""coordinates"": [[1.252091591740738, 43.35582628343851, 196.66735068149865], [1.25392406006061, 43.35656643738172, 195.66355067957193]], ""type"": ""LineString""}"
Nouvelle-Aquitaine;75;Pyrénées-Atlantiques;64;43.31999555284207, -0.33107701426267205;"{""coordinates"": [[-0.331196175866376, 43.319930694975454, 221.44495075009763], [-0.330957852658968, 43.3200604107087, 221.28395074605942]], ""type"": ""LineString""}"
Occitanie;76;Aude;11;43.19744517736086, 2.6073652365068964;"{""coordinates"": [[2.526881194235657, 43.186876991855215, -4.9008056521e-05], [2.687849278778136, 43.20801336286651, 87.29295095149428]], ""type"": ""LineString""}"
Nouvelle-Aquitaine;75;Gironde;33;44.847757979519635, -0.6885719701245827;"{""coordinates"": [[-0.682820078203912, 44.84834952488567, 44.49994795396924], [-0.694323862045254, 44.84716643415358, 47.00994795653969]], ""type"": ""LineString""}"
Occitanie;76;Tarn-et-Garonne;82;44.11183106610296, 0.8824335700220954;"{""coordinates"": [[0.887221373923594, 44.10606229051636, 58.09194931201637], [0.877645766120597, 44.117599841689554, 67.5449492894113]], ""type"": ""LineString""}"
Nouvelle-Aquitaine;75;Gironde;33;44.993283769814624, -0.5361423007823709;"{""coordinates"": [[-0.536408520092484, 44.993446295260505, -5.2310526371e-05], [-0.535876081472258, 44.99312124436875, -5.2311457694e-05]], ""type"": ""LineString""}"
Occitanie;76;Haute-Garonne;31;43.38766216930339, 1.4131713793478342;"{""coordinates"": [[1.413187159228797, 43.38778439658626, 183.58295062370598], [1.413155599466871, 43.38753994202052, 183.5139506245032]], ""type"": ""LineString""}"
Occitanie;76;Gers;32;43.689691618423005, 0.2932241218695042;"{""coordinates"": [[0.292286145212655, 43.68699150018817, 209.07395007740706], [0.294162098526353, 43.69239173665784, 202.7739500682801]], ""type"": ""LineString""}"
Occitanie;76;Tarn;81;43.76395217862243, 2.0281938975527756;"{""coordinates"": [[2.02747915772593, 43.76349198648517, 162.2709499374032], [2.028908637379621, 43.7644123707597, 162.31894993502647]], ""type"": ""LineString""}"
Occitanie;76;Haute-Garonne;31;43.518195985192094, 1.295347599447768;"{""coordinates"": [[1.240836520448678, 43.53747907926451, 176.72995035164058], [1.349858678446857, 43.49891289111967, 162.4039504211396]], ""type"": ""LineString""}"
Nouvelle-Aquitaine;75;Gironde;33;44.777640607686784, -0.6885787721814876;"{""coordinates"": [[-0.684891017989104, 44.779666558642205, 51.131948079913855], [-0.692266526373872, 44.77561465673136, 51.8944480875507]], ""type"": ""LineString""}"
Occitanie;76;Hautes-Pyrénées;65;43.44111505000246, 0.04636835397405413;"{""coordinates"": [[0.046528494619813, 43.44120239897429, 187.0244505275041], [0.046208213328295, 43.441027701030634, 189.73195052612573]], ""type"": ""LineString""}"
Nouvelle-Aquitaine;75;Landes;40;43.86930480516646, -0.49957449141562454;"{""coordinates"": [[-0.446183335395189, 43.865156651031256, 91.01194975152612], [-0.515197712815106, 43.87405917868574, 89.22994973603636], [-0.552210636340137, 43.86345478923447, -5.0245784223e-05]], ""type"": ""LineString""}"
Occitanie;76;Lot;46;44.601810998324424, 2.0193794085516537;"{""coordinates"": [[2.030277562013307, 44.60558052778295, 209.5879483986646], [2.00848125509, 44.59804146886589, 187.52394841145724]], ""type"": ""LineString""}"
Occitanie;76;Hautes-Pyrénées;65;43.037475121028045, 0.16504673561161037;"{""coordinates"": [[0.165049868750361, 43.03747994993603, 599.0590512659401], [0.16504360247286, 43.03747029212006, 600.4744512671605]], ""type"": ""LineString""}"
Occitanie;76;Ariège;9;43.02372062251938, 1.616869858199826;"{""coordinates"": [[1.616905509941305, 43.02371015405825, 352.2230512909591], [1.616834206458347, 43.023731090980505, 354.175951289013]], ""type"": ""LineString""}"
Nouvelle-Aquitaine;75;Gironde;33;44.61951834882727, -1.0030797659828627;"{""coordinates"": [[-0.96539798501661, 44.625421032575495, 10.322948361746967], [-1.040761546949116, 44.61361566507904, 11.788948383182287]], ""type"": ""LineString""}"
Occitanie;76;Pyrénées-Orientales;66;42.791746918143666, 2.919575852534017;"{""coordinates"": [[2.933882104013087, 42.79147566710379, 8.666251711547375], [2.905269601054948, 42.79201816918354, 18.58395171072334]], ""type"": ""LineString""}"
Occitanie;76;Tarn;81;44.055456951017845, 2.145935404174029;"{""coordinates"": [[2.146124251573037, 44.055473918860244, 228.50594940409064], [2.145746556775021, 44.05543998317544, 227.64894940517843]], ""type"": ""LineString""}"
Occitanie;76;Lot;46;44.59836420107317, 2.0080528275092355;"{""coordinates"": [[2.008505154786893, 44.598054844216634, 187.60044841188937], [2.007600500231578, 44.5986735579297, 190.84894841071218]], ""type"": ""LineString""}"
Nouvelle-Aquitaine;75;Gironde;33;44.805790748415745, -0.50930706884325;"{""coordinates"": [[-0.509977621520433, 44.80845584738954, 1.786948028020561], [-0.508636516166067, 44.80312564944196, 5.309948035515845]], ""type"": ""LineString""}"
Nouvelle-Aquitaine;75;Lot-et-Garonne;47;44.33091023976444, 0.3266006546465392;"{""coordinates"": [[0.325188016828989, 44.331427596160175, 28.659948899410665], [0.32801329246409, 44.3303928833687, 38.52994890138507]], ""type"": ""LineString""}"
Occitanie;76;Ariège;9;43.02330116675466, 1.026469292444638;"{""coordinates"": [[1.026414418497835, 43.02343155963085, 337.58205129019916], [1.02652416639144, 43.02317077387847, 341.22695129271597]], ""type"": ""LineString""}"
Occitanie;76;Aude;11;43.22173895730337, 2.1574810731157763;"{""coordinates"": [[2.157415897453618, 43.221601694590156, -4.9073249102e-05], [2.157546248777935, 43.22187622001658, -4.9071386456e-05]], ""type"": ""LineString""}"
Nouvelle-Aquitaine;75;Lot-et-Garonne;47;44.37943530287038, 0.8063948670569838;"{""coordinates"": [[0.810480744529168, 44.37868596827413, 69.90994881186634], [0.8023089895848, 44.38018463746663, 68.63694881089032]], ""type"": ""LineString""}"
Nouvelle-Aquitaine;75;Pyrénées-Atlantiques;64;43.31172007247338, -0.29617624600724235;"{""coordinates"": [[-0.305877482614899, 43.30303356529376, 235.30895077902824], [-0.286475009399586, 43.320406579652996, 244.6739507475868]], ""type"": ""LineString""}"
Occitanie;76;Haute-Garonne;31;43.11631541548947, 0.6723365841483526;"{""coordinates"": [[0.672258687724462, 43.11631254998317, 376.03995112143457], [0.672414480572243, 43.116318280995756, 378.8999511208385]], ""type"": ""LineString""}"
Nouvelle-Aquitaine;75;Pyrénées-Atlantiques;64;43.38009076769464, -0.6349094291005608;"{""coordinates"": [[-0.635535294935237, 43.37995091186295, -4.9362890422e-05], [-0.634283563265885, 43.38023062352633, -4.9363821745e-05]], ""type"": ""LineString""}"
Auvergne-Rhône-Alpes;84;Cantal;15;44.70232549457016, 2.212178721368799;"{""coordinates"": [[2.212114515940492, 44.70237384158277, 265.5199482208118], [2.212242926797106, 44.70227714755756, 265.32994822319597]], ""type"": ""LineString""}"
Nouvelle-Aquitaine;75;Pyrénées-Atlantiques;64;43.23876244922855, -0.2895172879018093;"{""coordinates"": [[-0.28876412621328, 43.23952464621504, 218.44995089620352], [-0.290270449590338, 43.23800025224207, 216.70995089691132]], ""type"": ""LineString""}"
Nouvelle-Aquitaine;75;Landes;40;44.186952007648074, -0.25353446622471854;"{""coordinates"": [[-0.274480373645581, 44.10793304186131, 93.13994930963963], [-0.232588558803856, 44.26597097343484, 110.89994901884347]], ""type"": ""LineString""}"
Nouvelle-Aquitaine;75;Pyrénées-Atlantiques;64;43.40864743423679, -0.6451526159434873;"{""coordinates"": [[-0.645220314329329, 43.41098829005121, 90.01495058182627], [-0.645084917557646, 43.406306578422374, 88.98195059131831]], ""type"": ""LineString""}"
Nouvelle-Aquitaine;75;Gironde;33;44.73961153947783, -0.06878239637566642;"{""coordinates"": [[-0.068840790185353, 44.73966191226976, 68.20094815362245], [-0.06872400256598, 44.739561166685895, 69.25794815365225]], ""type"": ""LineString""}"
Occitanie;76;Ariège;9;42.98010765162953, 1.1339601929866188;"{""coordinates"": [[1.133826309253563, 42.98024189039901, -4.8631802201e-05], [1.134094076719674, 42.979973412860055, -4.8631802201e-05]], ""type"": ""LineString""}"
Occitanie;76;Gers;32;43.59586087212858, 1.0865184340554852;"{""coordinates"": [[1.084241278207609, 43.58538277193731, 209.45795026235282], [1.088795589903362, 43.606338972319854, 149.1179502243176]], ""type"": ""LineString""}"
Nouvelle-Aquitaine;75;Gironde;33;44.55285554855428, -0.2910511310841157;"{""coordinates"": [[-0.198809238674936, 44.520955671546794, 54.39994855131954], [-0.247204771484332, 44.54455235850257, 12.449948510155082], [-0.319523775673387, 44.55147508130865, 44.45994849689305], [-0.378721080547524, 44.59368482076897, 35.38994841929525]], ""type"": ""LineString""}"
Occitanie;76;Haute-Garonne;31;43.76434945131268, 1.3870647206586466;"{""coordinates"": [[1.386973971745008, 43.764312793792406, 117.32494993507862], [1.387155469572285, 43.764386108832966, -5.0062313676e-05]], ""type"": ""LineString""}"
Nouvelle-Aquitaine;75;Landes;40;43.71162864822969, -0.469684624627226;"{""coordinates"": [[-0.527357921855719, 43.69071232930639, 61.817950068973005], [-0.412011327398733, 43.732544967153, 126.08694999478757]], ""type"": ""LineString""}"
Occitanie;76;Gers;32;43.60767937387732, 0.8916599829054107;"{""coordinates"": [[0.89166404414772, 43.60765840680049, 161.15225022286177], [0.891655921663101, 43.60770034095415, 164.5379502205178]], ""type"": ""LineString""}"
Nouvelle-Aquitaine;75;Landes;40;43.73697885866453, -0.2838390098310061;"{""coordinates"": [[-0.283575349625236, 43.73703581336716, -5.0013884902e-05], [-0.284102670036776, 43.73692190396191, -5.0013884902e-05]], ""type"": ""LineString""}"
Occitanie;76;Hautes-Pyrénées;65;43.02097703756289, 0.1711294106428395;"{""coordinates"": [[0.171225707596537, 43.02098711234777, 645.9492512978613], [0.171033113689142, 43.02096696277803, 649.6049512978643]], ""type"": ""LineString""}"
Nouvelle-Aquitaine;75;Gironde;33;44.39479355602701, -0.1968697393717312;"{""coordinates"": [[-0.196963257738195, 44.39451138234469, -5.1214359701e-05], [-0.196776221005267, 44.395075729709326, -5.1218084991e-05]], ""type"": ""LineString""}"
Occitanie;76;Hautes-Pyrénées;65;42.98457174014433, 0.2262310603037529;"{""coordinates"": [[0.226214608860509, 42.984583172170346, 861.0462513659149], [0.226247511746997, 42.98456030811831, 862.4099513683468]], ""type"": ""LineString""}"
Nouvelle-Aquitaine;75;Pyrénées-Atlantiques;64;43.41525066236795, -0.6420832852238159;"{""coordinates"": [[-0.641790461814786, 43.41553881077536, 89.45995057187974], [-0.642376108632845, 43.41496251396054, -4.942342639e-05]], ""type"": ""LineString""}"
Occitanie;76;Haute-Garonne;31;43.335719377526274, 1.2809032707643397;"{""coordinates"": [[1.25585334109326, 43.33957654220133, 197.07295071240515], [1.305953200435419, 43.33186221285121, 271.7939507244155]], ""type"": ""LineString""}"
Nouvelle-Aquitaine;75;Gironde;33;44.85984051029794, -0.30609074181386314;"{""coordinates"": [[-0.314909059443415, 44.8417980101081, 31.42494796682149], [-0.297272424184312, 44.87788301048779, 10.547947900369763]], ""type"": ""LineString""}"
Occitanie;76;Gers;32;43.787352157407085, -0.09561428317447268;"{""coordinates"": [[-0.103577227087571, 43.78974691498202, 124.93994988966733], [-0.087651339261374, 43.78495739983215, 129.95794989727437]], ""type"": ""LineString""}"
Occitanie;76;Aude;11;43.174465765628604, 2.9628728959240687;"{""coordinates"": [[2.942601975345553, 43.149875768985275, 141.0399510571733], [2.954131593636725, 43.17875894940965, 31.929951005615294], [2.993936079151394, 43.185788863380616, 11.231950991787016]], ""type"": ""LineString""}"
