geo_shape;objectid;geo_point_2d;nom_region;departement
"{""coordinates"": [[-1.108077702469702, 49.17928554486005], [-1.111232895762321, 49.181211542443044], [-1.132334675476426, 49.201035744529825], [-1.143652936997971, 49.22336639852802], [-1.144005841966175, 49.22472052057192]], ""type"": ""LineString""}";11319;49.20015385331302, -1.1284156139619075;Normandie;Manche
"{""coordinates"": [[2.003206314599657, 48.97702582259178], [1.995566513834416, 48.97806869898928]], ""type"": ""LineString""}";10621;48.97754726079053, 1.9993864142170361;Île-de-France;Yvelines
"{""coordinates"": [[6.887384626876774, 48.17883594184517], [6.886206485052124, 48.18277825256911]], ""type"": ""LineString""}";4132;48.180807097207136, 6.886795555964449;Grand Est;Vosges
"{""coordinates"": [[-1.128179267776983, 49.161664476073106], [-1.126797108051103, 49.163769033015235], [-1.108077702469702, 49.17928554486005]], ""type"": ""LineString""}";11320;49.17070053249645, -1.118380543204911;Normandie;Manche
"{""coordinates"": [[2.020321498701476, 48.95527497391283], [2.009041528788499, 48.97052885260295]], ""type"": ""LineString""}";10628;48.962901913257895, 2.0146815137449874;Île-de-France;Yvelines
"{""coordinates"": [[6.886206485052124, 48.18277825256911], [6.884977279414922, 48.18369526806074]], ""type"": ""LineString""}";4133;48.18323676031493, 6.885591882233523;Grand Est;Vosges
"{""coordinates"": [[1.57034420960417, 49.2871133252881], [1.554501089821872, 49.297151192933654], [1.552688442127383, 49.29785739418045], [1.517092078150328, 49.309045530901614], [1.509500377635243, 49.3099107107311]], ""type"": ""LineString""}";11323;49.300743109394745, 1.5407964584539282;Normandie;Eure
"{""coordinates"": [[2.068324067513159, 48.91457291499823], [2.068116476883339, 48.91450105323651], [2.067991122702662, 48.91453141094208], [2.05216722462596, 48.92531857098086], [2.050687750573279, 48.92632431496398]], ""type"": ""LineString""}";10634;48.920332123563846, 2.059484463142085;Île-de-France;Yvelines
"{""coordinates"": [[6.719160356755908, 48.534052773615585], [6.719178402774472, 48.53406076407982], [6.719268590040817, 48.534098583360745], [6.719272534556338, 48.534100855384004]], ""type"": ""LineString""}";4136;48.53407671837963, 6.719216502901771;Grand Est;Meurthe-et-Moselle
"{""coordinates"": [[1.085604349786697, 49.56009347132761], [1.107533642744866, 49.57889829283805]], ""type"": ""LineString""}";11324;49.56949588208283, 1.0965689962657814;Normandie;Seine-Maritime
"{""coordinates"": [[1.763659371569783, 49.359665019801085], [1.763567160518014, 49.3597348898999]], ""type"": ""LineString""}";10648;49.35969995485049, 1.7636132660438988;Hauts-de-France;Oise
"{""coordinates"": [[6.816965653373963, 48.48544564834055], [6.801435254562741, 48.49068689316141], [6.785408341027419, 48.49540772869454], [6.765621305840543, 48.503983493521716], [6.764551840167211, 48.504174355991], [6.754702256629668, 48.508205775239986], [6.744119904267278, 48.51474885413283], [6.724714522283686, 48.528467216710766], [6.723683537069664, 48.52951240251676], [6.719268590040817, 48.534098583360745], [6.719264396364617, 48.53410407301154]], ""type"": ""LineString""}";4137;48.505917663713696, 6.766004970061416;Grand Est;Meurthe-et-Moselle
"{""coordinates"": [[1.085604349786697, 49.56009347132761], [1.084120706192079, 49.56051598108782], [1.078949299893101, 49.563345062938986], [1.075561277813616, 49.569120494135305], [1.061958738032653, 49.568635180871745]], ""type"": ""LineString""}";11325;49.56628674353295, 1.074419818733116;Normandie;Seine-Maritime
"{""coordinates"": [[1.942952427934135, 49.152409890738966], [1.943019850284103, 49.15246530391514]], ""type"": ""LineString""}";10654;49.15243759732705, 1.9429861391091194;Île-de-France;Val-d'Oise
"{""coordinates"": [[6.524314405931567, 48.654750791656475], [6.518736921276302, 48.66052218045924], [6.516596742639582, 48.662456595688546], [6.497191568310159, 48.67308716581765], [6.491100199556344, 48.67628561644928]], ""type"": ""LineString""}";4139;48.666471712419195, 6.508417360352507;Grand Est;Meurthe-et-Moselle
"{""coordinates"": [[1.401168029384396, 49.36853768181804], [1.398811613043119, 49.37114155546343], [1.374092893890368, 49.38375169475267], [1.373632761241749, 49.38400347948385]], ""type"": ""LineString""}";11326;49.37671229420839, 1.3877401916246168;Normandie;Eure
"{""coordinates"": [[2.187467913278133, 49.07290388624617], [2.187523765717411, 49.072949438974334]], ""type"": ""LineString""}";10657;49.07292666261026, 2.187495839497772;Île-de-France;Val-d'Oise
"{""coordinates"": [[7.088010869075588, 48.33202010111451], [7.073703491601559, 48.33204386393924], [7.071770322132781, 48.332057300059056], [7.065081571613811, 48.33237630756017], [7.059622002193493, 48.33527992259516], [7.056816488099512, 48.33621885747899], [7.053664396963068, 48.336518134348054], [7.052420881250972, 48.33658205215824], [7.023047210577805, 48.340667412307724], [7.003750998099508, 48.35125298656473], [6.971848303908716, 48.35539781126367], [6.971087046978505, 48.35535751847191]], ""type"": ""LineString""}";4142;48.34233531891845, 7.029351465678992;Grand Est;Vosges
"{""coordinates"": [[1.372303276239826, 49.381054323766435], [1.373632761241749, 49.38400347948385]], ""type"": ""LineString""}";11329;49.38252890162514, 1.3729680187407873;Normandie;Eure
"{""coordinates"": [[2.29090485971465, 48.940359542994116], [2.290904783661336, 48.94036111629875], [2.290901385672675, 48.94037104232545]], ""type"": ""LineString""}";10669;48.94036532877093, 2.2909033114116237;Île-de-France;Hauts-de-Seine
"{""coordinates"": [[5.388063315689228, 49.34329245296367], [5.384192121818248, 49.34772216444062], [5.378245569977694, 49.354758637388535], [5.37758828569449, 49.3555371542429], [5.368135378608407, 49.364812512896954], [5.35237735763928, 49.3823375423948], [5.353093509002713, 49.38289843779049], [5.352857256133096, 49.38286404363361]], ""type"": ""LineString""}";4152;49.36328039238553, 5.369903740713559;Grand Est;Meuse
"{""coordinates"": [[1.509500377635243, 49.3099107107311], [1.509802703168029, 49.31074584311669]], ""type"": ""LineString""}";11333;49.3103282769239, 1.5096515404016357;Normandie;Eure
"{""coordinates"": [[1.952257483019129, 49.11682741091063], [1.950476612318523, 49.11918964741657], [1.946932814298218, 49.12060357434178], [1.950416431263516, 49.126002008024805]], ""type"": ""LineString""}";10680;49.121131485091716, 1.9492867976422907;Île-de-France;Val-d'Oise
"{""coordinates"": [[7.511856282269438, 47.88675012365637], [7.504848035758656, 47.89637705343242]], ""type"": ""LineString""}";4161;47.89156358854439, 7.508352159014048;Grand Est;Haut-Rhin
"{""coordinates"": [[0.685011873258443, 49.58542444830935], [0.689791776891458, 49.58600088027662], [0.725810303203968, 49.589878034854294], [0.7342936258524, 49.59138890370287]], ""type"": ""LineString""}";11339;49.588191035069954, 0.7096843102474149;Normandie;Seine-Maritime
"{""coordinates"": [[2.132051326948754, 49.07547365901931], [2.132052879351992, 49.0753996937736], [2.13221342538345, 49.07546867904072]], ""type"": ""LineString""}";10684;49.07543492704822, 2.1321090444813624;Île-de-France;Val-d'Oise
"{""coordinates"": [[7.557204575554629, 48.055947625501524], [7.557745171729898, 48.0560716079785]], ""type"": ""LineString""}";4168;48.05600961674001, 7.5574748736422634;Grand Est;Haut-Rhin
"{""coordinates"": [[1.189406293974949, 49.464115906336566], [1.204386106545263, 49.47107004880216], [1.222206082708414, 49.47582590232217]], ""type"": ""LineString""}";11341;49.47068196243203, 1.2055484705957058;Normandie;Seine-Maritime
"{""coordinates"": [[2.227333655786254, 48.90209112424559], [2.218747943094785, 48.90472102440274]], ""type"": ""LineString""}";10704;48.90340607432417, 2.2230407994405192;Île-de-France;Hauts-de-Seine
"{""coordinates"": [[7.506152596797843, 47.92239492567732], [7.50617905361284, 47.922379748399294]], ""type"": ""LineString""}";4170;47.9223873370383, 7.506165825205342;Grand Est;Haut-Rhin
"{""coordinates"": [[0.497502195864966, 49.53314578050203], [0.497750723087445, 49.53312720648304], [0.498198982756759, 49.53309458022105], [0.510643824607401, 49.53859585395138]], ""type"": ""LineString""}";11347;49.535712118861134, 0.5041004849083703;Normandie;Seine-Maritime
"{""coordinates"": [[2.245839114273231, 48.89854524963202], [2.246129223724477, 48.899009339465145], [2.246086940999518, 48.899027023873565]], ""type"": ""LineString""}";10709;48.89879590799607, 2.2459937438356925;Île-de-France;Hauts-de-Seine
"{""coordinates"": [[7.42746675749376, 47.76544849266372], [7.427356178678781, 47.765489222162984]], ""type"": ""LineString""}";4171;47.76546885741335, 7.42741146808627;Grand Est;Haut-Rhin
"{""coordinates"": [[0.522315551884213, 49.494132323286806], [0.521592836660831, 49.494357853185775]], ""type"": ""LineString""}";11356;49.49424508823629, 0.5219541942725221;Normandie;Seine-Maritime
"{""coordinates"": [[2.232255133475998, 48.8719114608898], [2.23092173262254, 48.87246660512911]], ""type"": ""LineString""}";10716;48.872189033009455, 2.231588433049269;Île-de-France;Hauts-de-Seine
"{""coordinates"": [[7.503839762352641, 47.794618388135696], [7.499379164599667, 47.794594025534685], [7.497661555108792, 47.788481309502416], [7.498456364959322, 47.76950702999248], [7.498142661101991, 47.755918513543605]], ""type"": ""LineString""}";4177;47.77733458452445, 7.49856680189548;Grand Est;Haut-Rhin
"{""coordinates"": [[0.549366738036628, 49.479753381081004], [0.548941544722467, 49.48265764140395]], ""type"": ""LineString""}";11358;49.48120551124248, 0.5491541413795477;Normandie;Seine-Maritime
"{""coordinates"": [[2.27653474365681, 48.937500292097596], [2.277149623749949, 48.937574839245805], [2.286975570470195, 48.93952252066604], [2.287898475953683, 48.93980521315228], [2.290860626160447, 48.940379803065355], [2.290901385672675, 48.94037104232545]], ""type"": ""LineString""}";10719;48.938902316841705, 2.283726879080878;Île-de-France;Hauts-de-Seine
"{""coordinates"": [[7.508800030704297, 48.1219541435664], [7.508939509298192, 48.12195026528339], [7.508916766870789, 48.12198361889291]], ""type"": ""LineString""}";4180;48.12195551150279, 7.508882867586316;Grand Est;Haut-Rhin
"{""coordinates"": [[-1.208553976361795, 48.9983916162455], [-1.157531262612961, 49.02437496352335], [-1.132276712310741, 49.03364436779229], [-1.075007559262777, 49.07433839956207], [-1.051232770036872, 49.087248314618904], [-1.042074502945428, 49.092585321402744]], ""type"": ""LineString""}";11360;49.04354821944364, -1.1242388405319927;Normandie;Manche
"{""coordinates"": [[2.292614605499855, 48.940719171703606], [2.292583879603685, 48.94076508786323], [2.292857837041772, 48.9411074984425]], ""type"": ""LineString""}";10722;48.94091456788635, 2.2927072505292276;Île-de-France;Hauts-de-Seine
"{""coordinates"": [[7.524764901080307, 47.82341583747326], [7.528722528697994, 47.83928516159257], [7.531787624624499, 47.85177170072087], [7.526250272132426, 47.868295907432646], [7.515778991998287, 47.88252158212211], [7.511856282269438, 47.88675012365637]], ""type"": ""LineString""}";4186;47.85657819570647, 7.525445663702319;Grand Est;Haut-Rhin
"{""coordinates"": [[-1.339234995803437, 48.94727301509254], [-1.312072121811497, 48.95614061339889], [-1.279664616414976, 48.96669914747646], [-1.268028227835259, 48.97253900562964], [-1.215816349018731, 48.9946153881152], [-1.208553976361795, 48.9983916162455]], ""type"": ""LineString""}";11361;48.97118454879242, -1.2732523421000663;Normandie;Manche
"{""coordinates"": [[2.291959138506867, 48.90718179250576], [2.307082265749982, 48.9135308331545]], ""type"": ""LineString""}";10727;48.91035631283013, 2.2995207021284245;Île-de-France;Hauts-de-Seine
"{""coordinates"": [[7.370114353300462, 47.772109342098496], [7.370318925924749, 47.77353054012761]], ""type"": ""LineString""}";4188;47.772819941113056, 7.370216639612605;Grand Est;Haut-Rhin
"{""coordinates"": [[-1.468552823058084, 48.87925575401433], [-1.453943667856028, 48.886114619238015], [-1.41985916193236, 48.899107333962235], [-1.40673762406759, 48.908336223960426], [-1.397061919183764, 48.9144626880163]], ""type"": ""LineString""}";11365;48.89552216095582, -1.4320761929054828;Normandie;Manche
"{""coordinates"": [[2.291715741765068, 48.906946063769325], [2.291881722801968, 48.90707001756734], [2.291959138506867, 48.90718179250576]], ""type"": ""LineString""}";10728;48.90705474561338, 2.2918469564907986;Île-de-France;Hauts-de-Seine
"{""coordinates"": [[7.505462943023549, 47.63717028096622], [7.501739057208843, 47.63661338358655], [7.505461724402628, 47.62932337423577], [7.506325317159221, 47.60891400042888]], ""type"": ""LineString""}";4192;47.6246868337015, 7.505047203024466;Grand Est;Haut-Rhin
"{""coordinates"": [[-1.209059375803772, 48.84843906951534], [-1.208112807867824, 48.85199359028683], [-1.207977736063423, 48.852210626223176], [-1.205542709973328, 48.856097226950226], [-1.209457215678834, 48.85893337285531], [-1.202877027140609, 48.88845475323143], [-1.201554290151025, 48.91406152169994]], ""type"": ""LineString""}";11370;48.88015065538404, -1.2049716186746535;Normandie;Manche
"{""coordinates"": [[2.154182504682998, 48.79868311052069], [2.154166686069176, 48.79881316247613]], ""type"": ""LineString""}";10732;48.79874813649841, 2.154174595376087;Île-de-France;Yvelines
"{""coordinates"": [[7.504538517956508, 47.585057095813944], [7.508336167226555, 47.58429122398819], [7.510904412324861, 47.5846902713774]], ""type"": ""LineString""}";4197;47.58460051749422, 7.5077153375566095;Grand Est;Haut-Rhin
"{""coordinates"": [[-1.081828768790922, 48.56809045745187], [-1.086210579758881, 48.564872588282384], [-1.09333648241214, 48.557713833746035], [-1.107142518261671, 48.55743498792308], [-1.113201447203192, 48.56599437589331], [-1.112021357766205, 48.571517846418004], [-1.120841371148209, 48.576148485236615], [-1.122340924786096, 48.584931918174995], [-1.143853460513242, 48.60117235008725], [-1.155064576256935, 48.60733761884877], [-1.153837557622797, 48.61490678299646]], ""type"": ""LineString""}";11379;48.580150212555395, -1.120484531477095;Normandie;Manche
"{""coordinates"": [[2.150139736284899, 48.85977471905301], [2.15007014956903, 48.85984593164065]], ""type"": ""LineString""}";10741;48.85981032534683, 2.1501049429269643;Île-de-France;Yvelines
"{""coordinates"": [[7.507313769637546, 47.54498953657811], [7.499165989712174, 47.554707114445456]], ""type"": ""LineString""}";4200;47.54984832551178, 7.50323987967486;Grand Est;Haut-Rhin
"{""coordinates"": [[-0.655793666596281, 48.89774561428837], [-0.659027287696053, 48.90183942920878], [-0.662608946034885, 48.91353850585084], [-0.647882471453623, 48.96762681257271], [-0.649134570533845, 48.96928340082202], [-0.642272420857671, 48.983985370668066], [-0.625372233042835, 48.995723301242435], [-0.622160671890757, 49.02067780954071]], ""type"": ""LineString""}";11381;48.96052258090352, -0.6456331206437224;Normandie;Calvados
"{""coordinates"": [[1.920257294235292, 48.88391825254128], [1.92037514780385, 48.88400309286667]], ""type"": ""LineString""}";10743;48.88396067270398, 1.9203162210195706;Île-de-France;Yvelines
"{""coordinates"": [[7.581893750017134, 47.58257345025428], [7.575283329678586, 47.58726351828128]], ""type"": ""LineString""}";4204;47.58491848426778, 7.5785885398478605;Grand Est;Haut-Rhin
"{""coordinates"": [[-0.247382970218259, 49.148738719117716], [-0.247477960370059, 49.148848238207066]], ""type"": ""LineString""}";11382;49.14879347866239, -0.2474304652941594;Normandie;Calvados
"{""coordinates"": [[2.298050229701551, 48.905344205421635], [2.298067289340764, 48.90535481840776]], ""type"": ""LineString""}";10744;48.90534951191469, 2.2980587595211572;Île-de-France;Hauts-de-Seine
"{""coordinates"": [[7.278935366993348, 48.08514479125964], [7.286412655218036, 48.08690386632804]], ""type"": ""LineString""}";4214;48.08602432879384, 7.2826740111056925;Grand Est;Haut-Rhin
"{""coordinates"": [[-0.550232270147266, 48.811902102536536], [-0.553078794032174, 48.81719760898542], [-0.567564034272399, 48.83206222321251], [-0.576054956219865, 48.85318342581355]], ""type"": ""LineString""}";11385;48.83167573974287, -0.5645493456843782;Normandie;Orne
"{""coordinates"": [[2.29245810927237, 48.90089074511017], [2.292830279340965, 48.90101606017922]], ""type"": ""LineString""}";10747;48.90095340264468, 2.2926441943066678;Île-de-France;Hauts-de-Seine
"{""coordinates"": [[7.19483976513204, 47.80121381275874], [7.194838500462895, 47.801252027680384]], ""type"": ""LineString""}";4217;47.80123292021956, 7.194839132797466;Grand Est;Haut-Rhin
"{""coordinates"": [[-0.099248904983371, 49.06799631369725], [-0.100129504885464, 49.068353940664295], [-0.11646171796701, 49.07699395708185], [-0.130631126639283, 49.08403690530499], [-0.15682253071121, 49.09763231058864], [-0.16553081637054, 49.10155215263323]], ""type"": ""LineString""}";11395;49.08495739388575, -0.13229921592932345;Normandie;Calvados
"{""coordinates"": [[2.206558978795866, 48.860361342403905], [2.206701076694869, 48.86038374327342]], ""type"": ""LineString""}";10753;48.86037254283866, 2.2066300277453674;Île-de-France;Hauts-de-Seine
"{""coordinates"": [[7.532145500298535, 47.80618917306447], [7.531601956490647, 47.806060265567965], [7.527969102718376, 47.80706925683642], [7.527338174518809, 47.80737551680792], [7.524977893710794, 47.80821867706375], [7.524586769714254, 47.808886843123624], [7.524252906021029, 47.809740070932975], [7.524212981469439, 47.81032861162664]], ""type"": ""LineString""}";4219;47.80752313021093, 7.52759691689235;Grand Est;Haut-Rhin
"{""coordinates"": [[-0.176604125386981, 49.09135475210331], [-0.178586290348313, 49.09350077256546], [-0.179270742930306, 49.09650399976945]], ""type"": ""LineString""}";11397;49.093749150769995, -0.17827950930591788;Normandie;Calvados
"{""coordinates"": [[2.206481447796998, 48.86031484388265], [2.206501874008471, 48.860291964618376], [2.206519159581823, 48.860291827411835], [2.206558978795866, 48.860361342403905]], ""type"": ""LineString""}";10754;48.86031635130911, 2.2065238616809375;Île-de-France;Hauts-de-Seine
"{""coordinates"": [[7.383763865490169, 48.11062833880751], [7.36380637101736, 48.11303571303107], [7.36400670194801, 48.11652423066881], [7.361825753350069, 48.11710462185534], [7.35939029234587, 48.11746207413376], [7.354132283761888, 48.11704451069045], [7.35353235913152, 48.11701945065747], [7.352327679089807, 48.117132321761396], [7.350250501314056, 48.11724785266431]], ""type"": ""LineString""}";4227;48.11407782480373, 7.366706923398383;Grand Est;Haut-Rhin
"{""coordinates"": [[-0.055003931179208, 48.897310434555244], [-0.055243967849565, 48.89789801249323], [-0.057412544328879, 48.90967189340595], [-0.059143338881669, 48.92462212746855], [-0.060022318252338, 48.94066087029227], [-0.060993506138262, 48.96073038206514], [-0.061107936077521, 48.98664455035724], [-0.068508279358444, 49.00114128403121], [-0.065341475551761, 49.01555698028476], [-0.063856141803569, 49.021720465851864]], ""type"": ""LineString""}";11403;48.96006116104198, -0.06131693083354127;Normandie;Calvados
"{""coordinates"": [[2.252934471004018, 48.935786198716706], [2.253336948564704, 48.93583271833216]], ""type"": ""LineString""}";10760;48.935809458524425, 2.253135709784361;Île-de-France;Hauts-de-Seine
"{""coordinates"": [[7.584032818553006, 47.60222107844779], [7.574797203275143, 47.61260771951273]], ""type"": ""LineString""}";4228;47.60741439898026, 7.579415010914074;Grand Est;Haut-Rhin
"{""coordinates"": [[-0.033920935972357, 48.748476355603415], [-0.035655802033456, 48.75004808469433], [-0.039260305696308, 48.75235423019606], [-0.042232389249492, 48.75552685771734], [-0.045523663874007, 48.75813057094466], [-0.047886040929588, 48.77011456715729], [-0.058142629969645, 48.800355711932546], [-0.055551769758196, 48.80858024037739], [-0.053295946381351, 48.81005594913263], [-0.035840913575224, 48.828834120062346], [-0.034604667724068, 48.842405514191384], [-0.033673510691809, 48.85692229446578], [-0.037960275424876, 48.863964256310474], [-0.041005547252429, 48.880892778700876], [-0.052367091219983, 48.893673118367204], [-0.054942261585367, 48.89670174462495], [-0.055003931179208, 48.897310434555244]], ""type"": ""LineString""}";11404;48.82229780637808, -0.044541764781243935;Normandie;Orne
"{""coordinates"": [[2.323367029798731, 48.94739356695593], [2.323217168012267, 48.94742436664296]], ""type"": ""LineString""}";10763;48.94740896679944, 2.3232920989054993;Île-de-France;Seine-Saint-Denis
"{""coordinates"": [[7.244216930534495, 47.87975928946133], [7.257643088989765, 47.878462806366336], [7.274188234263587, 47.875663950470916], [7.276219502191295, 47.87246747359314], [7.276221354447206, 47.87246585579763]], ""type"": ""LineString""}";4233;47.877540671005555, 7.261014303687045;Grand Est;Haut-Rhin
"{""coordinates"": [[-0.054942261585367, 48.89670174462495], [-0.055267531580167, 48.89736245623504], [-0.096769946411818, 48.900366783392926], [-0.117347427348874, 48.90241759801451], [-0.128435779811454, 48.905416537938], [-0.160838991065282, 48.89882295292169], [-0.175752520745903, 48.89613247511911], [-0.181327455667387, 48.89576103685925]], ""type"": ""LineString""}";11407;48.900261669995245, -0.11814029607931402;Normandie;Calvados
"{""coordinates"": [[2.280136360466355, 48.89622227674271], [2.290464159084004, 48.89976117331398], [2.290574767978438, 48.89978045351126], [2.290634438859591, 48.8998080114436]], ""type"": ""LineString""}";10768;48.89802040599644, 2.28538449676238;Île-de-France;Hauts-de-Seine
"{""coordinates"": [[7.194839443913284, 47.80129025362175], [7.194885819845062, 47.80140191127659], [7.194915016402859, 47.80149556375257], [7.195040309425009, 47.80274029779893]], ""type"": ""LineString""}";4235;47.80200979178081, 7.194963047232458;Grand Est;Haut-Rhin
"{""coordinates"": [[0.198250041412547, 48.935666900839664], [0.188653333492918, 48.941325694287116], [0.187216550258675, 48.95265823287273], [0.18189741941726, 48.95613315738956], [0.171719973572905, 48.96005636092928]], ""type"": ""LineString""}";11412;48.94883738713817, 0.185892021394254;Normandie;Calvados
"{""coordinates"": [[2.233507463020618, 48.847593596348815], [2.227494017254267, 48.84803607334166]], ""type"": ""LineString""}";10778;48.84781483484524, 2.230500740137442;Île-de-France;Hauts-de-Seine
"{""coordinates"": [[6.87337258064366, 47.548570720157244], [6.872959616339826, 47.54848394104368], [6.872941602347693, 47.54857293161466], [6.872810796079523, 47.54921209963906], [6.872452371158988, 47.55123427479864], [6.871366734613916, 47.55661384266194]], ""type"": ""LineString""}";4247;47.552356298475935, 6.872224044585329;Bourgogne-Franche-Comté;Territoire de Belfort
"{""coordinates"": [[0.803493554879604, 48.759509064630784], [0.803802720545071, 48.7596419487723]], ""type"": ""LineString""}";11414;48.75957550670153, 0.8036481377123379;Normandie;Eure
"{""coordinates"": [[2.166281490390908, 48.81637235999808], [2.165516072705215, 48.8186146183373]], ""type"": ""LineString""}";10784;48.81749348916769, 2.1658987815480613;Île-de-France;Hauts-de-Seine
"{""coordinates"": [[7.298263912862168, 47.95194407593515], [7.298317399198283, 47.95201415683571]], ""type"": ""LineString""}";4258;47.95197911638543, 7.298290656030225;Grand Est;Haut-Rhin
"{""coordinates"": [[1.258521402673236, 48.91010107166993], [1.278189872938434, 48.917095762730185], [1.310335578525722, 48.92050617199668], [1.319652906824774, 48.91986030192487], [1.371630332088037, 48.91626868222693], [1.390687382439701, 48.91535469678832]], ""type"": ""LineString""}";11420;48.917371890672996, 1.3240830096032834;Normandie;Eure
"{""coordinates"": [[2.127818220933714, 48.82981871702651], [2.127762817157472, 48.82980001022984], [2.127654194631394, 48.82972401935162], [2.12753621121601, 48.829710036494156], [2.125393765769248, 48.8299168808335]], ""type"": ""LineString""}";10786;48.82980593874926, 2.1266179534677376;Île-de-France;Yvelines
"{""coordinates"": [[6.916819201220484, 47.63535531582663], [6.909179270156652, 47.63621842799187], [6.896483532320171, 47.63624900624121]], ""type"": ""LineString""}";4270;47.63606517651028, 6.906666494363967;Bourgogne-Franche-Comté;Territoire de Belfort
"{""coordinates"": [[1.18480481853084, 48.783540889847956], [1.181624957591712, 48.786438498645026], [1.173509127558096, 48.789448534388896], [1.173235749061679, 48.789534955271016], [1.168012690943588, 48.791457323866446], [1.159238649277504, 48.79473029489266], [1.150120908110627, 48.79758263188142], [1.150462408277492, 48.802487246354275]], ""type"": ""LineString""}";11422;48.79235396176925, 1.1658692060223572;Normandie;Eure
"{""coordinates"": [[2.127818220933714, 48.82981871702651], [2.129066321925271, 48.83357661077713]], ""type"": ""LineString""}";10787;48.83169766390182, 2.128442271429493;Île-de-France;Yvelines
"{""coordinates"": [[7.276216500917954, 47.872464473563404], [7.276219502191295, 47.87246747359314], [7.276228588593255, 47.87246818770284]], ""type"": ""LineString""}";4273;47.87246724069431, 7.27622212538666;Grand Est;Haut-Rhin
"{""coordinates"": [[0.873441735309583, 48.755180952787086], [0.835451573765761, 48.75618467510382], [0.803812112661833, 48.75963252123445]], ""type"": ""LineString""}";11426;48.75669726802451, 0.8385789765376119;Normandie;Eure
"{""coordinates"": [[2.140724523248628, 48.81086163025864], [2.129318471221695, 48.81544156731222], [2.128420472588233, 48.815475425857095], [2.12364684610923, 48.817230525721996], [2.115690854319601, 48.82018395627918], [2.118220906654387, 48.82479187892388]], ""type"": ""LineString""}";10793;48.816730159005544, 2.126386093127295;Île-de-France;Yvelines
"{""coordinates"": [[7.253549767027173, 47.79458932553384], [7.264783794800135, 47.80042937744695], [7.280257161863345, 47.824794066308264], [7.279361437012244, 47.828266225833836], [7.279383503170711, 47.82839143433281]], ""type"": ""LineString""}";4275;47.80953219844275, 7.269379960524489;Grand Est;Haut-Rhin
"{""coordinates"": [[0.608048795625112, 48.776896606469805], [0.633429011986116, 48.78282467341232], [0.652140825940386, 48.79456481100583], [0.683451205405442, 48.79810773494017], [0.701734397194307, 48.79814118163603]], ""type"": ""LineString""}";11428;48.79056255066174, 0.6542621940205122;Normandie;Orne
"{""coordinates"": [[2.166281490390908, 48.81637235999808], [2.169308525347961, 48.815900439375866], [2.1748462015275, 48.81509224946645], [2.178537712990853, 48.81486916460145], [2.179833420100178, 48.81478527759798], [2.181146000333977, 48.8146621072835], [2.182079566606389, 48.814972333797336], [2.19183557484003, 48.82062722004577], [2.197169227312952, 48.823894954744766], [2.198200829466085, 48.82590718028]], ""type"": ""LineString""}";10794;48.81793130153658, 2.1832550304734535;Île-de-France;Hauts-de-Seine
"{""coordinates"": [[6.891127814164254, 47.52252672348696], [6.891600002097364, 47.52261674525611], [6.891644881848491, 47.5227885280041], [6.884736916391897, 47.52527849751924], [6.874841847319157, 47.523382083923465], [6.86825042408938, 47.52420118126226], [6.872858003979987, 47.53639833034231], [6.87337258064366, 47.548570720157244]], ""type"": ""LineString""}";4277;47.530179659957355, 6.876042511134221;Bourgogne-Franche-Comté;Doubs
"{""coordinates"": [[0.92549571028252, 48.81970023538158], [0.928040263916796, 48.821596420599356], [0.939550793356946, 48.83442122341192], [0.937696326632113, 48.84324105962018], [0.938741186608769, 48.84972320467597], [0.940594317128046, 48.861286101095246], [0.944851412033219, 48.909302067001256], [0.951052917095209, 48.92984300392965], [0.951105188770413, 48.94390861860207], [0.941641709518286, 48.94885563962664]], ""type"": ""LineString""}";11430;48.88458050735508, 0.9424551165817631;Normandie;Eure
"{""coordinates"": [[2.19135062750961, 48.855113073579695], [2.191315867125129, 48.8551766848841], [2.196400024620361, 48.861967513400224]], ""type"": ""LineString""}";10799;48.8585430614417, 2.1938365549371284;Île-de-France;Hauts-de-Seine
"{""coordinates"": [[7.136233065394859, 47.7624470292513], [7.136905487102338, 47.764030930806335], [7.143716751665462, 47.77538234425177], [7.145001535131968, 47.77676306593364]], ""type"": ""LineString""}";4284;47.769758727702296, 7.1403821178313125;Grand Est;Haut-Rhin
"{""coordinates"": [[0.923344651972812, 48.75280006427363], [0.953104547306847, 48.75623468170988], [0.95571601364493, 48.75666977677227], [0.955771211000494, 48.75667309703753], [0.955889133180721, 48.75667445915419], [1.008496201191089, 48.75992955901397], [1.036409299149879, 48.767825155316054], [1.045095539748216, 48.770982644260286], [1.053543845806314, 48.77381790151238], [1.066226542373585, 48.777279203041985], [1.09956389729418, 48.787181760158326], [1.116331203767077, 48.789447290487026], [1.127980270394381, 48.792796141164025], [1.128004262826952, 48.792802562526866], [1.128042797541614, 48.79281656164462], [1.130056457088507, 48.7935438785009], [1.150128371545253, 48.80236141159708]], ""type"": ""LineString""}";11432;48.771915874292446, 1.0380039069574756;Normandie;Eure
"{""coordinates"": [[2.145219705529039, 48.856636050668726], [2.145136719135353, 48.856698072220674], [2.145083661847581, 48.85670370097764]], ""type"": ""LineString""}";10803;48.85667855974966, 2.1451550894261415;Île-de-France;Yvelines
